CustomerID,Gender,MaritalStatus,PaymentMethod,SpendingTarget,EstimatedIncome,CreditAmount,TermLoanMonths,YearlyInterestRate,MonthlyCharges,TotalAmountPayments,CurrentLoans,SustainabilityIndicator,EmploymentStatus,ExistingCustomer,Nationality,BKR_Registration,DefaultInd
9248-OJYKK,Male,Married,Credit card,Renovation,"€ 57,000.00","€ 22,640.00",46,9.9%,€ 593.46,"€ 27,299.16",0,Yes,Employed,No,Dutch,No,0
9888-ZCUMM,Male,Married,Electronic check,Study,"€ 47,000.00","€ 7,210.00",67,9.1%,€ 137.65,"€ 9,222.81",0,No,Freelancer,No,Dutch,No,0
3398-FSHON,Female,,Bank transfer,Car,"€ 77,000.00","€ 9,000.00",41,9.5%,€ 257.92,"€ 10,574.77",3,Yes,Self-Employed,Yes,Dutch,No,0
3319-DWOEP,Male,Single,Bank transfer,Study loan debt,"€ 65,000.00","€ 10,000.00",56,9.9%,€ 223.71,"€ 12,527.71",0,No,Employed,No,Dutch,No,0
1074-WVEVG,Female,Single,Electronic check,Study,"€ 34,000.00","€ 15,130.00",58,8.7%,€ 320.47,"€ 18,587.35",0,No,Employed,No,Dutch,No,0
9979-RGMZT,Female,Single,Bank transfer,Outstanding loan,"€ 84,000.00","€ 27,000.00",26,9.9%,"€ 1,158.08","€ 30,109.99",0,No,Employed,No,Dutch,No,0
6437-UDQJM,Female,,Credit card,Study loan debt,"€ 88,000.00","€ 45,000.00",94,9.4%,€ 678.20,"€ 63,750.87",0,No,Employed,No,Dutch,No,0
1226-IENZN,Male,Single,Bank transfer,Outstanding loan,"€ 30,000.00","€ 24,780.00",15,9.2%,"€ 1,755.13","€ 26,326.92",1,No,Employed,Yes,Indian,No,0
2108-GLPQB,Male,Married,Credit card,,"€ 69,000.00","€ 6,120.00",67,8.8%,€ 115.94,"€ 7,768.07",1,No,Employed,Yes,Dutch,No,0
9259-PACGQ,,Married,Bank transfer,Other,"€ 45,000.00","€ 16,580.00",58,9.7%,€ 359.22,"€ 20,834.93",0,Yes,Employed,No,Dutch,No,0
4415-IJZTP,Female,Registered partnership,Credit card,Outstanding loan,"€ 23,000.00","€ 17,300.00",37,8.4%,€ 532.35,"€ 19,697.09",0,No,Employed,No,Dutch,No,0
1465-VINDH,Female,Divorced,Electronic check,Study loan debt,"€ 56,000.00","€ 28,150.00",116,9.7%,€ 374.88,"€ 43,486.23",0,No,Employed,No,Dutch,No,0
5474-LAMUQ,Male,Single,Electronic check,Car,"€ 44,000.00","€ 14,170.00",31,9.5%,€ 517.28,"€ 16,035.56",0,Yes,Freelancer,No,Dutch,No,0
3468-DRVQJ,Female,Married,Credit card,Other,"€ 73,000.00","€ 41,000.00",110,9.5%,€ 559.67,"€ 61,563.20",1,Yes,Self-Employed,Yes,Dutch,No,0
1122-YJBCS,Male,Registered partnership,Bank transfer,,"€ 89,000.00","€ 49,000.00",49,9.0%,"€ 1,198.68","€ 58,735.47",0,No,Self-Employed,No,DUTCH,No,0
4990-ALDGW,Male,Married,Bank transfer,Study,"€ 74,000.00","€ 17,000.00",95,9.9%,€ 258.84,"€ 24,589.87",0,No,Self-Employed,No,Austrian,No,0
4816-OKWNX,Male,Single,Bank transfer,Study,"€ 78,000.00","€ 41,000.00",42,8.7%,"€ 1,135.85","€ 47,705.86",3,No,Employed,Yes,DUTCH,No,0
3315-IKYZQ,Male,Married,Electronic check,Outstanding loan,"€ 43,000.00","€ 10,480.00",24,9.2%,€ 479.74,"€ 11,513.72",1,No,Employed,Yes,Dutch,No,0
2810-FTLEM,Female,Widowed,Bank transfer,Car,"€ 28,000.00","€ 23,690.00",51,8.4%,€ 553.95,"€ 28,251.69",0,Yes,Employed,No,Dutch,No,0
4747-LCAQL,Male,Single,Bank transfer,,"€ 50,000.00","€ 8,020.00",53,9.7%,€ 186.64,"€ 9,892.13",0,No,Freelancer,No,Dutch,No,0
3411-WLRSQ,Female,Divorced,Electronic check,Study loan debt,"€ 42,000.00","€ 13,890.00",77,9.5%,€ 241.61,"€ 18,604.28",1,No,Employed,Yes,Dutch,No,0
0898-XCGTF,Male,Married,Electronic check,Renovation,"€ 67,000.00","€ 12,270.00",66,9.6%,€ 240.01,"€ 15,840.92",0,Yes,Employed,No,DUTCH,No,0
8006-PYCSW,Female,Single,Bank transfer,Renovation,"€ 56,000.00","€ 15,150.00",119,9.4%,€ 196.20,"€ 23,347.79",0,Yes,Self-Employed,No,Dutch,No,0
8249-THVEC,Male,Married,Bank transfer,Study loan debt,"€ 70,000.00","€ 10,000.00",36,8.5%,€ 315.68,"€ 11,364.31",0,No,Employed,No,Dutch,No,0
8722-PRFDV,Female,Widowed,Electronic check,Renovation,"€ 68,000.00","€ 26,010.00",62,9.2%,€ 528.67,"€ 32,777.34",0,Yes,Self-Employed,No,Taiwanese,No,0
2164-SOQXL,Female,Married,Electronic check,Renovation,"€ 44,000.00","€ 16,920.00",80,9.3%,€ 284.59,"€ 22,767.19",0,Yes,Employed,No,Dutch,No,0
4020-KIUDI,Male,Registered partnership,Bank transfer,Study loan debt,"€ 54,000.00","€ 27,790.00",114,9.3%,€ 368.00,"€ 41,951.66",3,No,Self-Employed,Yes,Dutch,No,0
5850-BDWCY,Female,Married,Bank transfer,Study loan debt,"€ 61,000.00","€ 13,490.00",76,9.5%,€ 236.90,"€ 18,004.51",0,No,Employed,No,Dutch,No,0
2038-YSEZE,Female,Registered partnership,Mailed check,Car,"€ 43,000.00","€ 8,270.00",119,9.8%,€ 108.91,"€ 12,960.60",0,Yes,Employed,No,Dutch,No,0
0827-ITJPH,Male,Single,Bank transfer,Other,"€ 38,000.00","€ 17,140.00",112,9.3%,€ 229.50,"€ 25,703.96",0,Yes,Employed,No,Dutch,No,1
8799-OXZMD,Female,,Mailed check,Study loan debt,"€ 89,000.00","€ 48,000.00",55,9.6%,"€ 1,082.19","€ 59,520.61",0,No,Freelancer,No,Dutch,No,0
1925-TIBLE,Female,Single,Bank transfer,Outstanding loan,"€ 44,000.00","€ 9,010.00",114,9.2%,€ 118.83,"€ 13,546.13",0,No,Employed,No,Dutch,No,0
1705-GUHPV,Female,Registered partnership,Bank transfer,Outstanding loan,"€ 31,000.00","€ 21,270.00",34,8.9%,€ 710.08,"€ 24,142.75",0,No,Employed,No,Dutch,No,0
4779-ZGICK,Male,Single,Credit card,Outstanding loan,"€ 58,000.00","€ 9,460.00",94,9.8%,€ 144.55,"€ 13,587.88",0,No,Employed,No,Dutch,No,0
0048-PIHNL,Female,Widowed,Electronic check,Other,"€ 60,000.00","€ 28,750.00",67,9.0%,€ 547.48,"€ 36,681.32",0,Yes,Employed,No,Chinese,No,0
0818-OCPZO,Male,Single,Mailed check,Study loan debt,"€ 35,000.00","€ 10,110.00",54,8.2%,€ 224.52,"€ 12,123.87",0,No,Employed,No,Italian,Yes,1
3967-KXAPS,Male,Married,Electronic check,Study loan debt,"€ 46,000.00","€ 9,000.00",67,9.7%,€ 174.50,"€ 11,691.50",1,No,Self-Employed,Yes,Dutch,No,0
1447-GIQMR,Male,Single,Bank transfer,Study loan debt,"€ 86,000.00","€ 37,000.00",101,9.2%,€ 527.63,"€ 53,290.50",1,No,Employed,Yes,Dutch,No,0
3704-IEAXF,Female,Single,Electronic check,Outstanding loan,"€ 39,000.00","€ 23,270.00",84,9.3%,€ 377.95,"€ 31,747.41",2,No,Self-Employed,Yes,Dutch,No,1
6810-VCAEX,Female,Registered partnership,Electronic check,Outstanding loan,"€ 55,000.00","€ 23,800.00",92,9.9%,€ 370.19,"€ 34,057.32",0,No,Employed,No,Dutch,No,0
0674-EYYZV,Female,Divorced,Bank transfer,Other,"€ 33,000.00","€ 18,520.00",76,9.7%,€ 327.11,"€ 24,860.01",0,Yes,Employed,No,Dutch,No,0
4480-MBMLB,Female,Registered partnership,Bank transfer,Study,"€ 67,000.00","€ 12,340.00",14,8.5%,€ 928.97,"€ 13,005.59",0,No,Employed,No,Austrian,No,0
1395-OFUWC,Male,Married,Electronic check,Car,"€ 30,000.00","€ 297,800.00",80,9.6%,€ 505.43,"€ 40,434.22",0,Yes,Employed,No,Dutch,No,0
0822-QGCXA,Female,Married,Bank transfer,Car,"€ 71,000.00","€ 33,000.00",31,8.5%,"€ 1,189.42","€ 36,871.89",0,Yes,Employed,No,Dutch,No,0
0872-NXJYS,Female,Divorced,Electronic check,Outstanding loan,"€ 68,000.00","€ 7,840.00",83,9.5%,€ 129.23,"€ 10,725.74",0,No,Employed,No,Dutch,No,0
2832-KJCRD,Female,Married,Mailed check,Renovation,"€ 30,000.00","€ 28,390.00",83,9.4%,€ 466.50,"€ 38,719.45",0,Yes,Employed,No,Dutch,No,0
3588-WSTTJ,Female,Divorced,Bank transfer,Outstanding loan,"€ 25,000.00","€ 17,620.00",60,9.9%,€ 373.51,"€ 22,410.39",2,No,Self-Employed,Yes,Dutch,No,0
4075-WKNIU,Female,Divorced,Credit card,Study loan debt,"€ 72,000.00","€ 6,000.00",31,9.0%,€ 217.64,"€ 6,746.88",0,No,Employed,No,Dutch,No,1
5090-EMGTC,Female,Single,Electronic check,Study loan debt,"€ 84,000.00","€ 27,000.00",90,9.4%,€ 419.20,"€ 37,728.01",0,No,Self-Employed,No,Dutch,No,0
2346-CZYIL,Male,Married,Mailed check,,"€ 55,000.00","€ 13,900.00",12,9.6%,"€ 1,219.45","€ 14,633.36",0,Yes,Employed,No,Dutch,No,0
3798-EPWRR,Female,Married,Electronic check,Renovation,"€ 27,000.00","€ 15,850.00",115,9.7%,€ 212.19,"€ 24,401.78",3,Yes,Freelancer,Yes,Dutch,No,0
6258-NGCNG,Male,Divorced,Electronic check,Renovation,"€ 27,000.00","€ 29,370.00",39,8.7%,€ 867.26,"€ 33,823.23",0,Yes,Employed,No,Dutch,No,0
4186-ZBUEW,Female,Married,Bank transfer,Car,"€ 81,000.00","€ 20,000.00",50,8.8%,€ 479.25,"€ 23,962.67",2,Yes,Self-Employed,Yes,Dutch,No,0
5274-XHAKY,Female,Married,Bank transfer,Study loan debt,"€ 54,000.00","€ 11,400.00",18,9.6%,€ 682.55,"€ 12,285.95",0,No,Self-Employed,No,Dutch,No,0
1442-BQPVU,Female,Divorced,Bank transfer,Study,"€ 53,000.00","€ 22,870.00",90,9.4%,€ 355.08,"€ 31,957.02",2,No,Self-Employed,Yes,Dutch,No,1
3978-YNKDD,Male,Registered partnership,Electronic check,,"€ 30,000.00","€ 23,710.00",61,9.4%,€ 490.41,"€ 29,915.14",0,No,Employed,No,Dutch,No,0
4940-KHCWD,Female,Married,Electronic check,Study loan debt,"€ 57,000.00","€ 13,990.00",57,9.0%,€ 302.53,"€ 17,244.39",0,No,Self-Employed,No,Dutch,No,0
9412-ARGBX,Female,Married,Electronic check,Outstanding loan,"€ 39,000.00","€ 118,500.00",119,9.9%,€ 156.71,"€ 18,648.80",0,No,Employed,No,Dutch,No,0
1389-CXMLU,Male,Single,Credit card,Renovation,"€ 26,000.00","€ 27,090.00",101,9.8%,€ 394.91,"€ 39,885.56",0,,Self-Employed,No,BRITISH,No,0
9589-ABEPT,Male,Single,Bank transfer,Study loan debt,"€ 49,000.00","€ 8,330.00",41,8.5%,€ 234.81,"€ 9,627.31",0,No,Self-Employed,No,Dutch,No,0
9388-ZEYVT,Male,Married,Credit card,Other,"€ 28,000.00","€ 14,610.00",63,9.3%,€ 293.99,"€ 18,521.19",0,Yes,Self-Employed,No,Dutch,No,0
0305-SQECB,Female,Divorced,Mailed check,Study loan debt,"€ 76,000.00","€ 9,000.00",15,9.9%,€ 640.36,"€ 9,605.38",0,No,Employed,No,Dutch,No,0
7605-SNLQG,Female,Married,Bank transfer,Study,"€ 57,000.00","€ 24,140.00",17,9.3%,"€ 1,521.08","€ 25,858.42",0,No,Employed,No,Dutch,No,0
4670-TABXH,Male,Registered partnership,Bank transfer,Renovation,"€ 78,000.00","€ 14,000.00",38,9.4%,€ 427.40,"€ 16,241.25",1,Yes,Freelancer,Yes,Dutch,No,0
5561-NWEVX,Female,Single,Bank transfer,Car,"€ 69,000.00","€ 19,660.00",50,8.7%,€ 470.17,"€ 23,508.60",0,Yes,Employed,No,Dutch,Yes,1
0064-SUDOG,Female,Widowed,Bank transfer,Study loan debt,"€ 45,000.00","€ 11,490.00",27,9.6%,€ 474.86,"€ 12,821.28",0,No,Employed,No,Dutch,No,0
8561-NMTBD,Female,Single,Bank transfer,Car,"€ 73,000.00","€ 45,000.00",96,9.3%,€ 666.28,"€ 63,963.22",0,Yes,Self-Employed,No,Dutch,No,1
5161-XEUVX,Male,Registered partnership,Mailed check,Car,"€ 69,000.00","€ 18,480.00",86,9.5%,€ 297.09,"€ 25,549.59",0,Yes,Self-Employed,No,British,No,0
8292-FRFZQ,Female,Single,Electronic check,Study loan debt,"€ 67,000.00","€ 16,590.00",32,8.8%,€ 583.53,"€ 18,673.10",1,No,Employed,Yes,Dutch,No,0
8591-NXRCV,Female,Single,Bank transfer,Study loan debt,"€ 57,000.00","€ 17,780.00",96,9.2%,€ 262.33,"€ 25,183.59",0,No,Employed,No,Dutch,No,1
7895-VONWT,Female,Married,Mailed check,Outstanding loan,"€ 44,000.00","€ 12,560.00",94,9.5%,€ 189.95,"€ 17,855.14",0,No,Employed,No,Dutch,No,0
4526-RMTLL,Male,Married,Electronic check,Outstanding loan,"€ 84,000.00","€ 25,000.00",92,9.5%,€ 383.63,"€ 35,294.25",0,No,Employed,No,Dutch,No,0
6253-GNHWH,Female,Single,Bank transfer,Other,"€ 26,000.00","€ 27,020.00",95,9.7%,€ 408.56,"€ 38,813.36",0,Yes,Self-Employed,No,Dutch,No,0
4566-NECEV,Male,Married,Bank transfer,Study,"€ 65,000.00","€ 19,180.00",39,8.3%,€ 562.79,"€ 21,948.92",0,No,Employed,No,Dutch,No,0
8080-POTJR,Female,Single,Electronic check,Study loan debt,"€ 80,000.00","€ 41,000.00",61,9.8%,€ 856.08,"€ 52,220.63",0,No,Freelancer,No,Dutch,No,0
6906-MPARY,Male,Single,Bank transfer,Other,"€ 44,000.00","€ 20,060.00",25,8.6%,€ 879.29,"€ 21,982.28",0,Yes,Employed,No,Dutch,No,0
3662-FXJFO,Female,,Bank transfer,Study,"€ 39,000.00","€ 18,780.00",53,9.9%,€ 438.87,"€ 23,260.18",0,No,Employed,No,Dutch,No,0
8107-RZLNV,Male,Single,Electronic check,Other,"€ 88,000.00","€ 42,000.00",97,9.9%,€ 630.80,"€ 61,187.19",0,Yes,Employed,No,Dutch,No,0
0516-OOHAR,Male,Divorced,Mailed check,Renovation,"€ 71,000.00","€ 27,000.00",69,8.9%,€ 501.35,"€ 34,593.17",0,Yes,Self-Employed,No,Dutch,No,0
2027-CWDNU,Male,Single,Bank transfer,Study,"€ 63,000.00","€ 20,550.00",42,9.9%,€ 580.94,"€ 24,399.30",0,No,Self-Employed,No,Dutch,No,1
2737-WFVYW,Female,Registered partnership,Electronic check,Outstanding loan,"€ 43,000.00","€ 21,920.00",48,9.6%,€ 551.75,"€ 26,483.83",0,No,Self-Employed,No,Dutch,No,0
9912-OMZDS,Female,Single,Bank transfer,Study,"€ 55,000.00","€ 25,470.00",42,9.7%,€ 717.61,"€ 30,139.53",0,No,Employed,No,Dutch,No,0
3733-ZEECP,Male,Married,Bank transfer,Outstanding loan,"€ 47,000.00","€ 23,400.00",48,9.2%,€ 584.53,"€ 28,057.67",0,No,Employed,No,Dutch,No,0
7878-RTCZG,Female,Widowed,Bank transfer,Study loan debt,"€ 51,000.00","€ 12,460.00",63,9.0%,€ 248.90,"€ 15,680.44",0,No,Self-Employed,No,Dutch,No,0
2452-MRMZF,Female,Married,Mailed check,Car,"€ 39,000.00","€ 232,500.00",93,9.3%,€ 351.75,"€ 32,712.80",0,Yes,Employed,No,Dutch,No,0
2272-QAGFO,,Single,Bank transfer,Study loan debt,"€ 54,000.00","€ 15,240.00",82,9.6%,€ 254.15,"€ 20,840.12",0,No,Employed,No,Dutch,No,0
7103-IPXPJ,Male,Married,Bank transfer,Outstanding loan,"€ 64,000.00","€ 276,300.00",61,9.8%,€ 576.91,"€ 35,191.61",0,No,Employed,No,Dutch,No,0
4342-HFXWS,Female,Married,Bank transfer,,"€ 31,000.00","€ 6,720.00",51,8.2%,€ 156.50,"€ 7,981.54",0,No,Employed,No,Dutch,No,0
3545-CNWRG,Female,Registered partnership,Bank transfer,Study,"€ 57,000.00","€ 25,020.00",119,9.6%,€ 326.76,"€ 38,883.98",0,No,Self-Employed,No,Dutch,No,1
1785-BPHTP,Male,Married,Bank transfer,Car,"€ 36,000.00","€ 11,450.00",75,9.3%,€ 201.88,"€ 15,141.31",2,Yes,Freelancer,Yes,Dutch,No,0
4989-LIXVT,,Married,Credit card,Outstanding loan,"€ 64,000.00","€ 7,300.00",98,9.5%,€ 107.37,"€ 10,521.79",1,No,Employed,Yes,Dutch,No,0
7315-WYOAW,Male,Divorced,Bank transfer,Study loan debt,"€ 46,000.00","€ 6,180.00",14,9.8%,€ 468.94,"€ 6,565.19",0,No,Employed,No,Dutch,No,0
1173-XZPYF,Female,Divorced,Bank transfer,Study,"€ 53,000.00","€ 24,030.00",83,9.4%,€ 394.86,"€ 32,773.10",2,No,Self-Employed,Yes,Algerian,No,0
9850-OWRHQ,Female,Single,Electronic check,Other,"€ 75,000.00","€ 33,000.00",61,9.1%,€ 677.73,"€ 41,341.76",0,Yes,Employed,No,Dutch,No,0
3768-NLUBH,Male,Married,Mailed check,Study loan debt,"€ 51,000.00","€ 8,890.00",45,9.2%,€ 234.34,"€ 10,545.23",2,No,Employed,Yes,Dutch,No,0
8676-TRMJS,Male,Divorced,Credit card,Study loan debt,"€ 82,000.00","€ 36,000.00",33,8.4%,"€ 1,225.55","€ 40,443.24",0,No,Self-Employed,No,Dutch,No,0
2509-TFPJU,Male,Single,Bank transfer,Renovation,"€ 59,000.00","€ 15,340.00",21,9.7%,€ 797.17,"€ 16,740.57",0,Yes,Employed,No,Dutch,No,0
9530-GRMJG,Male,Divorced,Mailed check,Outstanding loan,"€ 85,000.00","€ 11,000.00",74,9.8%,€ 198.65,"€ 14,700.12",1,No,Employed,Yes,Dutch,No,1
6898-RBTLU,Female,Single,Bank transfer,,"€ 51,000.00","€ 27,360.00",99,9.8%,€ 404.04,"€ 40,000.37",0,No,Freelancer,No,Dutch,Yes,1
5481-NTDOH,Female,Single,Bank transfer,Outstanding loan,"€ 32,000.00","€ 7,910.00",102,9.9%,€ 115.00,"€ 11,730.22",0,No,Self-Employed,No,Dutch,No,1
2068-WWXQZ,Male,Married,Credit card,Study loan debt,"€ 67,000.00","€ 29,970.00",58,9.6%,€ 647.87,"€ 37,576.43",1,No,Employed,Yes,Dutch,No,0
7359-SSBJK,Female,Married,Bank transfer,Renovation,"€ 32,000.00","€ 7,740.00",110,9.8%,€ 106.91,"€ 11,759.73",0,Yes,Freelancer,No,Dutch,No,0
2061-VVFST,Female,Married,Bank transfer,Outstanding loan,"€ 33,000.00","€ 17,130.00",78,9.3%,€ 293.47,"€ 22,890.35",0,No,Employed,No,Dutch,No,0
0685-MLYYM,Female,Single,Bank transfer,Study,"€ 51,000.00","€ 11,180.00",25,8.5%,€ 489.54,"€ 12,238.54",1,No,Self-Employed,Yes,Dutch,No,0
0749-IRGQE,Female,Married,Bank transfer,Study,"€ 80,000.00","€ 39,000.00",95,9.6%,€ 587.66,"€ 55,827.91",1,No,Freelancer,Yes,Dutch,Yes,0
2380-DAMQP,Female,Single,Electronic check,Other,"€ 60,000.00","€ 14,490.00",104,9.5%,€ 204.99,"€ 21,318.65",0,Yes,Freelancer,No,Dutch,No,0
2256-YLYLP,Male,Registered partnership,Electronic check,Outstanding loan,"€ 29,000.00","€ 26,140.00",101,9.5%,€ 376.90,"€ 38,066.64",0,No,Self-Employed,No,Dutch,No,0
1272-ILHFG,Male,,Bank transfer,Outstanding loan,"€ 73,000.00","€ 41,000.00",39,9.4%,"€ 1,224.11","€ 47,740.27",0,No,Employed,No,Dutch,No,0
0164-XAIRP,Female,Registered partnership,Bank transfer,Study loan debt,"€ 27,000.00","€ 28,520.00",106,9.6%,€ 400.08,"€ 42,408.78",1,No,Employed,Yes,Dutch,No,0
5666-CYCYZ,Female,Single,Bank transfer,Study loan debt,"€ 85,000.00","€ 41,000.00",21,9.0%,"€ 2,117.46","€ 44,466.71",0,No,Employed,No,Dutch,Yes,0
4011-ARPHK,Male,Registered partnership,Electronic check,Car,"€ 70,000.00","€ 30,000.00",105,9.4%,€ 420.20,"€ 44,120.97",2,Yes,Employed,Yes,Dutch,No,0
8182-PNAGI,Male,Divorced,Bank transfer,Renovation,"€ 69,000.00","€ 23,940.00",99,9.3%,€ 347.22,"€ 34,375.27",0,Yes,Self-Employed,No,Dutch,No,0
6365-HITVU,Female,Married,Bank transfer,Study loan debt,"€ 48,000.00","€ 20,940.00",84,9.5%,€ 342.24,"€ 28,748.41",2,No,Self-Employed,Yes,DUTCH,No,0
7558-IMLMT,Male,Widowed,Bank transfer,Study loan debt,"€ 42,000.00","€ 25,000.00",52,9.1%,€ 583.57,"€ 30,345.75",0,No,Employed,No,Dutch,No,0
9488-FYQAU,Female,Single,Electronic check,Other,"€ 55,000.00","€ 18,620.00",60,9.5%,€ 391.05,"€ 23,463.28",0,Yes,Self-Employed,No,Dutch,No,0
3590-TCXTB,Male,Divorced,Bank transfer,,"€ 54,000.00","€ 22,910.00",118,9.2%,€ 295.73,"€ 34,896.54",0,No,Employed,No,Dutch,No,0
6994-KERXL,Male,Divorced,Bank transfer,Outstanding loan,"€ 72,000.00","€ 13,000.00",73,9.5%,€ 235.15,"€ 17,166.27",2,No,Employed,Yes,Dutch,No,0
7957-RYHQD,Female,Single,Bank transfer,Study,"€ 57,000.00","€ 17,050.00",89,9.6%,€ 268.53,"€ 23,899.38",0,No,Employed,No,Dutch,No,0
2180-DXNEG,Female,Single,Electronic check,Outstanding loan,"€ 64,000.00","€ 11,690.00",70,8.8%,€ 214.11,"€ 14,987.90",0,No,Employed,No,Dutch,No,0
1960-UOTYM,Male,Single,Mailed check,Renovation,"€ 78,000.00","€ 27,000.00",51,8.2%,€ 628.80,"€ 32,068.69",0,Yes,Self-Employed,No,Dutch,No,0
2740-JFBOK,Male,,Credit card,Study loan debt,"€ 23,000.00","€ 29,340.00",69,8.9%,€ 544.80,"€ 37,591.25",0,No,Employed,No,Dutch,No,0
6500-JVEGC,Male,Registered partnership,Bank transfer,Study,"€ 80,000.00","€ 7,000.00",62,9.2%,€ 142.28,"€ 8,821.27",0,No,Employed,No,Dutch,No,0
5515-AKOAJ,Female,Married,Bank transfer,Study loan debt,"€ 35,000.00","€ 24,860.00",80,9.8%,€ 424.46,"€ 33,956.84",0,No,Employed,No,Estonian,No,0
8976-OQHGT,Female,Widowed,Bank transfer,Outstanding loan,"€ 87,000.00","€ 22,000.00",103,9.7%,€ 315.52,"€ 32,498.69",0,No,Self-Employed,No,Dutch,No,0
5245-VDBUR,Female,Registered partnership,Electronic check,Other,"€ 77,000.00","€ 20,000.00",52,8.3%,€ 459.23,"€ 23,880.15",0,Yes,Employed,No,Dutch,No,0
6230-BSUXY,Female,Married,Credit card,Car,"€ 74,000.00","€ 29,000.00",82,9.2%,€ 477.71,"€ 39,172.01",2,Yes,Employed,Yes,DUTCH,No,0
8469-SNFFH,Male,Divorced,Bank transfer,Study loan debt,"€ 87,000.00","€ 33,000.00",112,9.6%,€ 447.20,"€ 50,086.14",0,No,Employed,No,Dutch,No,0
2144-ESWKO,Male,Single,Bank transfer,Other,"€ 67,000.00","€ 12,310.00",47,9.7%,€ 315.86,"€ 14,845.19",0,Yes,Employed,No,Dutch,No,0
1241-FPMOF,Male,Registered partnership,Bank transfer,Study loan debt,"€ 33,000.00","€ 14,510.00",92,9.3%,€ 221.15,"€ 20,346.21",1,No,Self-Employed,Yes,Dutch,No,0
9928-BZVLZ,Female,Widowed,Bank transfer,Renovation,"€ 37,000.00","€ 8,230.00",101,9.6%,€ 119.10,"€ 12,029.03",1,Yes,Freelancer,Yes,Russian,No,0
4114-QMKVN,Female,Single,Electronic check,Car,"€ 62,000.00","€ 7,590.00",57,8.8%,€ 163.40,"€ 9,313.90",2,Yes,Self-Employed,Yes,Dutch,No,0
2775-SEFEE,Male,Single,Electronic check,Study,"€ 51,000.00","€ 9,190.00",67,8.8%,€ 174.10,"€ 11,664.80",0,No,Self-Employed,No,Dutch,No,0
9003-CPATH,Male,Divorced,Electronic check,Study loan debt,"€ 44,000.00","€ 27,720.00",97,9.2%,€ 406.13,"€ 39,394.50",0,No,Employed,No,Dutch,No,1
1754-GKYPY,Male,Single,Bank transfer,Outstanding loan,"€ 49,000.00","€ 9,650.00",16,9.5%,€ 644.51,"€ 10,312.16",0,,Employed,No,Dutch,No,1
5294-CDGWY,Male,Single,Bank transfer,,"€ 57,000.00","€ 20,850.00",115,9.4%,€ 275.73,"€ 31,708.74",0,Yes,Self-Employed,No,Dutch,No,1
7956-XQWGU,Male,Widowed,Bank transfer,,"€ 73,000.00","€ 13,000.00",58,9.5%,€ 280.39,"€ 16,262.69",0,Yes,Employed,No,Dutch,No,0
1591-MQJTP,Male,Registered partnership,Credit card,Study loan debt,"€ 66,000.00","€ 8,670.00",109,9.5%,€ 119.03,"€ 12,974.41",0,No,Employed,No,Dutch,No,0
5295-PCJOO,Male,Divorced,Credit card,Study,"€ 41,000.00","€ 23,390.00",13,8.5%,"€ 1,889.70","€ 24,566.12",0,No,Employed,No,Dutch,No,0
2369-FEVNO,Male,Married,Mailed check,Study,"€ 30,000.00","€ 23,210.00",89,9.4%,€ 363.15,"€ 32,320.39",0,No,Employed,No,Dutch,No,0
9863-JZAIC,Male,Single,Electronic check,Outstanding loan,"€ 39,000.00","€ 6,700.00",43,9.8%,€ 185.40,"€ 7,972.16",1,No,Employed,Yes,Dutch,No,1
7471-MQPOS,Male,Registered partnership,Bank transfer,Study loan debt,"€ 75,000.00","€ 18,000.00",81,9.7%,€ 303.72,"€ 24,601.37",0,No,Self-Employed,No,Dutch,Yes,0
7660-HDPJV,Female,Divorced,Electronic check,Study loan debt,"€ 56,000.00","€ 20,210.00",23,8.2%,€ 952.55,"€ 21,908.58",0,No,Self-Employed,No,Dutch,No,0
5115-SQAAU,Female,Divorced,Bank transfer,Study,"€ 36,000.00","€ 24,510.00",103,9.9%,€ 354.14,"€ 36,476.20",0,No,Self-Employed,No,French,No,0
9845-QOMAD,Male,Divorced,Electronic check,Study loan debt,"€ 73,000.00","€ 24,000.00",37,9.3%,€ 748.58,"€ 27,697.48",0,No,Employed,No,Dutch,No,0
7672-VFMXZ,Male,Widowed,Electronic check,Study,"€ 86,000.00","€ 28,000.00",108,9.9%,€ 392.69,"€ 42,410.37",0,No,Employed,No,Dutch,No,1
9739-JLPQJ,Female,Registered partnership,Electronic check,Renovation,"€ 70,000.00","€ 48,000.00",37,8.4%,"€ 1,477.05","€ 54,650.90",0,Yes,Employed,No,Dutch,No,0
9916-AYHTC,Male,Single,Bank transfer,Car,"€ 83,000.00","€ 39,000.00",42,9.2%,"€ 1,089.61","€ 45,763.42",2,Yes,Freelancer,Yes,Dutch,No,0
3855-ONCAR,Female,Single,Bank transfer,Study loan debt,"€ 76,000.00","€ 26,000.00",85,9.5%,€ 421.42,"€ 35,820.70",0,No,Employed,No,Dutch,No,0
1488-SYSFC,Male,Married,Bank transfer,Study loan debt,"€ 52,000.00","€ 17,990.00",20,8.4%,€ 967.07,"€ 19,341.46",0,No,Freelancer,No,Dutch,No,0
7931-PXHFC,Male,Widowed,Electronic check,Study loan debt,"€ 59,000.00","€ 29,760.00",21,9.4%,"€ 1,542.43","€ 32,390.99",0,No,Employed,No,Dutch,No,0
