,CustomerID,Gender,MaritalStatus,PaymentMethod,SpendingTarget,EstimatedIncome,CreditAmount,TermLoanMonths,YearlyInterestRate,MonthlyCharges,TotalAmountPayments,CurrentLoans,SustainabilityIndicator,EmploymentStatus,ExistingCustomer,Nationality,BKR_Registration,DefaultInd
5648,4291-HYEBC,Female,Divorced,Electronic check,Study loan debt,80000.00,31000.00,45,8.2%,802.56,36115.11,0,No,Employed,No,Dutch,No,0
5649,6147-CBCRA,Female,Single,Bank transfer,Study loan debt,40000.00,5910.00,67,9.0%,112.54,7540.40,0,No,Self-Employed,No,Dutch,No,1
5650,6047-SUHPR,Male,Single,Credit card,Study loan debt,52000.00,23520.00,56,8.2%,506.89,28385.77,0,No,Employed,No,Dutch,No,0
5651,4471-KXAUH,Female,Married,Electronic check,Outstanding loan,76000.00,44000.00,44,9.6%,1190.26,52371.35,0,No,Employed,No,Dutch,No,0
5652,9752-ZNQUT,Female,Married,Bank transfer,Outstanding loan,44000.00,25870.00,48,8.3%,635.21,30490.16,0,No,Self-Employed,No,Pakistani,No,0
5653,7638-QVMVY,Female,Married,Bank transfer,Study loan debt,37000.00,15760.00,65,8.5%,303.39,19720.29,0,No,Employed,No,Dutch,No,0
5654,1576-PFZIW,Male,Divorced,Bank transfer,Study loan debt,78000.00,36000.00,109,9.9%,502.01,54719.11,0,No,Employed,No,Dutch,No,1
5655,5666-MBJPT,Male,Registered partnership,Bank transfer,Renovation,75000.00,39000.00,55,9.8%,883.07,48568.64,1,Yes,Employed,Yes,Dutch,No,0
5656,7312-XSBAT,Male,Registered partnership,Bank transfer,Study,39000.00,29830.00,83,9.9%,497.80,41317.81,0,No,Employed,No,Dutch,No,0
5657,3096-GKWEB,Male,Widowed,Bank transfer,Car,71000.00,32000.00,60,9.6%,673.62,40417.47,3,Yes,Employed,Yes,Dutch,Yes,1
5658,2371-JQHZZ,Male,Single,Electronic check,Study loan debt,70000.00,8000.00,18,9.0%,476.78,8582.06,0,No,Self-Employed,No,Dutch,No,0
5659,0674-GCDXG,Male,Married,Credit card,Study loan debt,88000.00,39000.00,42,9.8%,1100.66,46227.60,0,No,Self-Employed,No,Dutch,No,0
5660,1121-QSIVB,Female,Registered partnership,Electronic check,Study loan debt,35000.00,24510.00,65,9.3%,481.42,31292.47,0,No,Self-Employed,No,Dutch,No,0
5661,4396-KLSEH,Male,Single,Bank transfer,Study loan debt,34000.00,15980.00,91,9.9%,250.38,22784.93,0,No,Self-Employed,No,Dutch,No,0
5662,3244-DCJWY,Female,Widowed,Bank transfer,Study,86000.00,36000.00,56,8.7%,784.46,43929.73,3,No,Employed,Yes,Dutch,No,0
5663,2824-MYYBN,Female,Married,Electronic check,Study loan debt,31000.00,19660.00,15,9.9%,1398.83,20982.43,0,No,Employed,No,Dutch,No,0
5664,0875-CABNR,Female,Married,Electronic check,Renovation,81000.00,33000.00,41,9.5%,945.71,38774.16,1,Yes,Employed,Yes,Dutch,No,0
5665,6345-HOVES,Male,Married,Bank transfer,Study loan debt,34000.00,24510.00,67,9.6%,474.00,31758.30,3,No,Employed,Yes,Chinese,No,0
5666,8318-LCNBW,Male,Single,Bank transfer,Renovation,76000.00,13000.00,36,9.7%,417.64,15035.21,0,Yes,Employed,No,Dutch,No,0
5667,6469-QJKZW,Female,Single,Bank transfer,Study loan debt,53000.00,11060.00,112,9.8%,151.08,16920.74,0,No,Employed,No,Dutch,No,1
5668,0147-ESWWR,Female,Divorced,Bank transfer,Renovation,84000.00,46000.00,70,8.4%,833.49,58344.37,0,Yes,Employed,No,Dutch,Yes,1
5669,1217-VASWC,Male,Divorced,Electronic check,Study loan debt,26000.00,11500.00,82,9.7%,192.37,15774.04,0,No,Employed,No,Dutch,No,1
5670,7812-FZHPE,Female,Divorced,Bank transfer,Renovation,65000.00,28110.00,100,9.3%,404.99,40499.22,0,Yes,Self-Employed,No,Dutch,No,0
5671,6370-ZVHDV,Female,Single,Bank transfer,Renovation,89000.00,9000.00,46,8.6%,230.36,10596.79,3,Yes,Employed,Yes,Turkish,No,0
5672,5915-DGNVC,Female,Registered partnership,Bank transfer,Outstanding loan,83000.00,36000.00,90,9.4%,558.93,50304.02,0,No,Employed,No,Dutch,No,0
5673,6260-XLACS,Male,Married,Bank transfer,Renovation,64000.00,8000.00,85,9.3%,128.85,10952.10,0,Yes,Employed,No,Dutch,No,0
5674,3566-CAAYU,Female,Widowed,Electronic check,Study,24000.00,15590.00,82,9.6%,259.98,21318.73,0,No,Employed,No,Dutch,No,1
5675,4983-CCWMC,Male,Divorced,Bank transfer,,78000.00,27000.00,31,9.3%,983.13,30477.11,0,No,Employed,No,Dutch,No,0
5676,9103-CXVOK,Male,Married,Bank transfer,Study loan debt,76000.00,35000.00,48,8.3%,859.39,41250.70,3,No,Self-Employed,Yes,Dutch,No,0
5677,2896-TBNBE,Male,Single,Electronic check,Study,46000.00,24560.00,14,9.1%,1855.69,25979.71,0,No,Self-Employed,No,Dutch,No,0
5678,4797-AXPXK,Female,Divorced,Electronic check,,38000.00,19330.00,97,9.9%,290.32,28160.68,0,No,Employed,No,Dutch,No,0
5679,5229-PRWKT,Male,Married,Bank transfer,Study loan debt,24000.00,6040.00,35,9.1%,197.13,6899.71,0,No,Employed,No,Dutch,No,0
5680,6982-UQZLY,Female,Registered partnership,Mailed check,Study,70000.00,49000.00,57,8.9%,1057.26,60263.79,0,No,Employed,No,Dutch,No,0
5681,2522-WLNSF,Female,Married,Credit card,Study,74000.00,22000.00,119,9.8%,289.73,34478.02,0,No,Employed,No,Dutch,No,0
5682,3841-CONLJ,Female,Widowed,Electronic check,Outstanding loan,73000.00,40000.00,80,9.4%,674.82,53985.34,0,No,Employed,No,Dutch,No,0
5683,5057-LCOUI,Female,Divorced,Mailed check,Renovation,57000.00,21010.00,68,9.5%,400.75,27251.24,1,,Employed,Yes,Dutch,No,0
5684,0193-ESZXP,Female,Single,Mailed check,Outstanding loan,24000.00,27940.00,41,8.8%,791.51,32452.04,0,No,Employed,No,Dutch,No,0
5685,4475-NVTLU,Male,Married,Credit card,Study loan debt,34000.00,6110.00,36,9.3%,195.15,7025.42,0,No,Employed,No,Dutch,No,0
5686,4369-HTUIF,Male,Married,Bank transfer,Outstanding loan,73000.00,31000.00,56,9.9%,693.50,38835.91,0,No,Employed,No,Dutch,No,0
5687,9386-LDCZR,Male,Single,Bank transfer,Study loan debt,31000.00,10970.00,100,9.9%,161.53,16153.10,0,No,Freelancer,No,Dutch,No,0
5688,9585-KKMFD,Male,Divorced,Electronic check,Study loan debt,23000.00,20760.00,48,9.6%,522.55,25082.32,0,No,Self-Employed,No,Israeli,No,1
5689,5399-ZIMKF,Male,Single,Electronic check,Study loan debt,66000.00,21930.00,28,9.5%,876.31,24536.64,0,No,Self-Employed,No,Dutch,No,1
5690,0336-KXKFK,Male,Married,Mailed check,Other,57000.00,28120.00,96,9.3%,416.35,39969.91,0,Yes,Self-Employed,No,Dutch,No,0
5691,5619-XZZKR,Male,Registered partnership,Mailed check,Study loan debt,86000.00,11000.00,40,9.8%,323.47,12938.77,0,No,Self-Employed,No,Dutch,No,0
5692,3948-FVVRP,Male,Divorced,Bank transfer,Other,30000.00,15980.00,96,9.8%,240.80,23116.35,0,Yes,Employed,No,Dutch,No,0
5693,5327-XOKKY,Male,Registered partnership,Mailed check,Study loan debt,50000.00,6680.00,101,9.6%,96.67,9763.54,3,No,Self-Employed,Yes,Russian,No,0
5694,0983-TATYJ,Female,Single,Mailed check,Study loan debt,81000.00,21000.00,89,9.5%,329.66,29339.46,0,No,Employed,No,Dutch,No,0
5695,1813-JYWTO,Female,Registered partnership,Bank transfer,Study loan debt,43000.00,23870.00,35,9.7%,785.75,27501.32,0,No,Employed,No,Dutch,No,0
5696,0156-FVPTA,Male,Widowed,Bank transfer,Study loan debt,32000.00,23670.00,38,9.4%,722.61,27459.31,0,No,Employed,No,Italian,No,0
5697,1984-FCOWB,Female,Married,Electronic check,Study loan debt,73000.00,6000.00,99,9.7%,88.29,8740.55,3,No,Employed,Yes,Dutch,No,0
5698,0654-HMSHN,Male,Single,Bank transfer,,81000.00,21000.00,63,8.9%,418.46,26363.19,0,No,Self-Employed,No,Dutch,No,0
5699,6719-OXYBR,Male,Married,Electronic check,Renovation,37000.00,29070.00,102,9.6%,418.00,42635.89,0,Yes,Freelancer,No,Dutch,Yes,0
5700,3312-ZWLGF,Male,Married,Bank transfer,Outstanding loan,79000.00,20000.00,66,9.8%,393.20,25951.49,0,No,Self-Employed,No,Dutch,No,0
5701,6476-YHMGA,Female,Divorced,Bank transfer,,74000.00,30000.00,33,8.3%,1019.91,33657.07,0,No,Employed,No,Dutch,Yes,1
5702,5287-QWLKY,Male,Married,Bank transfer,Study,66000.00,15240.00,13,9.6%,1239.00,16107.04,0,No,Freelancer,No,Dutch,No,0
5703,0795-XCCTE,Male,Single,Electronic check,Other,67000.00,22710.00,26,8.6%,960.48,24972.53,0,Yes,Self-Employed,No,Austrian,No,0
5704,0168-XZKBB,Female,Married,Electronic check,Outstanding loan,70000.00,46000.00,42,9.2%,1285.18,53977.37,0,No,Employed,No,Dutch,Yes,1
5705,3785-NRHYR,Male,Married,Bank transfer,Other,64000.00,19400.00,42,9.8%,547.51,22995.27,0,Yes,Self-Employed,No,Dutch,No,0
5706,5196-SGOAK,Female,Divorced,Mailed check,Renovation,52000.00,11110.00,45,8.7%,290.23,13060.56,0,Yes,Self-Employed,No,Dutch,No,0
5707,4537-DKTAL,Female,Married,Bank transfer,Outstanding loan,89000.00,44000.00,95,9.7%,665.31,63204.58,1,No,Employed,Yes,Dutch,No,0
5708,7072-MBHEV,Female,Registered partnership,Bank transfer,,75000.00,39000.00,52,8.2%,893.66,46470.20,0,No,Freelancer,No,Dutch,No,0
5709,5602-BVFMK,Female,Registered partnership,Electronic check,Study,46000.00,21500.00,99,9.6%,315.23,31207.82,0,No,Employed,No,Dutch,No,0
5710,6297-NOOPG,Female,Married,Bank transfer,Other,77000.00,22000.00,19,9.7%,1253.75,23821.27,0,Yes,Employed,No,Dutch,No,0
5711,1891-UAWWU,Female,Divorced,Electronic check,Study loan debt,29000.00,9050.00,115,9.2%,118.70,13650.82,0,No,Self-Employed,No,Dutch,No,1
5712,8204-TIFGJ,Female,Married,Mailed check,Other,40000.00,11840.00,45,9.8%,315.47,14196.30,0,Yes,Employed,No,Dutch,No,0
5713,8050-DVOJX,Male,Widowed,Electronic check,Study loan debt,32000.00,18530.00,104,9.7%,264.12,27467.98,0,No,Employed,No,Dutch,No,0
5714,6108-OQZDQ,Female,Single,Bank transfer,Study loan debt,68000.00,9820.00,54,8.4%,219.01,11826.55,0,No,Employed,No,Dutch,No,1
5715,0363-QJVFX,Male,Divorced,Bank transfer,Outstanding loan,59000.00,29190.00,110,9.5%,398.45,43829.99,0,No,Employed,No,Dutch,No,0
5716,8903-XEBGX,Male,Divorced,Credit card,Other,38000.00,19830.00,39,8.8%,586.48,22872.80,0,Yes,Self-Employed,No,Dutch,No,0
5717,8169-SAEJD,Male,Registered partnership,Electronic check,Renovation,49000.00,11210.00,45,8.4%,291.27,13106.98,0,Yes,Freelancer,No,Dutch,No,0
5718,9840-DVNDC,Male,Registered partnership,Electronic check,Study loan debt,85000.00,48000.00,93,9.4%,728.69,67768.00,0,No,Employed,No,Dutch,No,0
5719,1089-XZWHH,Female,Married,Bank transfer,Outstanding loan,34000.00,22880.00,34,8.9%,763.83,25970.20,0,No,Self-Employed,No,Dutch,No,0
5720,2325-WINES,Female,Registered partnership,Electronic check,Study,32000.00,27090.00,48,8.8%,671.57,32235.17,0,No,Self-Employed,No,Dutch,No,0
5721,6064-ZATLR,Female,Registered partnership,Mailed check,Study loan debt,62000.00,7610.00,14,9.4%,576.05,8064.64,0,No,Self-Employed,No,Dutch,No,0
5722,3096-JRDSO,Female,Single,Mailed check,Outstanding loan,78000.00,7000.00,65,9.0%,136.46,8870.04,3,No,Employed,Yes,Dutch,No,0
5723,7824-PANSQ,Male,Married,Bank transfer,Study loan debt,73000.00,16000.00,119,9.3%,206.34,245540.30,0,No,Employed,No,Dutch,No,0
5724,8042-JVNFH,Male,Single,Electronic check,,45000.00,24220.00,48,9.9%,613.12,29429.73,0,Yes,Employed,No,Dutch,No,0
5725,9648-BCHKM,Female,Single,Mailed check,,24000.00,13810.00,115,9.4%,182.63,21002.29,0,Yes,Employed,No,Dutch,No,0
5726,2888-ADFAO,Female,Registered partnership,Bank transfer,Renovation,59000.00,23170.00,77,9.3%,400.70,30853.96,0,Yes,Employed,No,Dutch,No,0
5727,8707-HOEDG,Female,Single,Electronic check,Study loan debt,74000.00,12000.00,33,9.9%,416.87,13756.66,0,No,Employed,No,Dutch,No,0
5728,3374-LXDEV,Female,Married,Bank transfer,Study loan debt,65000.00,24040.00,114,9.7%,323.55,36884.46,0,No,Self-Employed,No,Dutch,No,0
5729,4072-IPYLT,Female,Married,Bank transfer,Study,59000.00,17810.00,59,8.8%,372.95,22004.09,0,No,Self-Employed,No,Dutch,No,0
5730,7167-PCEYD,Male,Married,Bank transfer,Study loan debt,70000.00,15000.00,57,8.6%,321.49,18324.71,2,No,Employed,Yes,Dutch,No,0
5731,4936-YPJNK,Female,Single,Bank transfer,Outstanding loan,35000.00,26320.00,48,9.6%,662.50,31799.93,0,No,Employed,No,Dutch,No,1
5732,1580-BMCMR,Male,Divorced,Credit card,,38000.00,25610.00,42,9.8%,722.76,30356.13,2,No,Self-Employed,Yes,Dutch,No,0
5733,4817-KEQSP,Female,Married,Bank transfer,Outstanding loan,51000.00,9910.00,96,9.5%,147.77,14185.62,2,No,Employed,Yes,Dutch,No,0
5734,6408-WHTEF,Male,Married,Bank transfer,Car,53000.00,23180.00,17,8.5%,1452.09,24685.53,0,Yes,Employed,No,Dutch,No,0
5735,9251-AWQGT,Female,Divorced,Bank transfer,,62000.00,23610.00,70,8.7%,431.28,30189.30,0,No,Employed,No,Dutch,No,0
5736,8749-CLJXC,Male,Registered partnership,Bank transfer,Study loan debt,53000.00,18300.00,94,9.7%,278.67,26194.99,0,No,Employed,No,Dutch,No,0
5737,7989-VCQOH,Male,Registered partnership,Bank transfer,Renovation,52000.00,9590.00,116,9.5%,126.67,14693.45,0,Yes,Employed,No,Dutch,No,0
5738,5049-GLYVG,Male,Widowed,Mailed check,Study,53000.00,24910.00,30,8.4%,923.46,27703.79,0,No,Employed,No,Dutch,No,0
5739,4199-QHJNM,Male,Married,Electronic check,Renovation,48000.00,28940.00,103,9.4%,410.44,42275.33,1,Yes,Employed,Yes,Dutch,No,0
5740,8882-TLVRW,Male,Registered partnership,Electronic check,Study,53000.00,10790.00,42,8.3%,296.91,12470.03,1,No,Employed,Yes,Dutch,No,0
5741,5883-GTGVD,Male,Divorced,Credit card,Study loan debt,67000.00,20940.00,41,9.9%,604.05,24766.19,0,No,Employed,No,Taiwanese,No,0
5742,5135-GRQJV,Male,Divorced,Bank transfer,Study loan debt,58000.00,9220.00,86,9.8%,149.65,12869.77,0,No,Employed,No,French,No,0
5743,2384-OVPSA,Female,Divorced,Electronic check,Study loan debt,58000.00,25450.00,55,9.5%,572.56,31490.53,0,No,Employed,No,Dutch,No,1
5744,1371-WEPDS,Male,Registered partnership,Bank transfer,,66000.00,8790.00,64,8.5%,171.30,10962.99,0,No,Employed,No,Dutch,No,0
5745,3580-GICBM,Female,Married,Bank transfer,Renovation,88000.00,25000.00,111,9.3%,336.64,37367.19,2,Yes,Self-Employed,Yes,Dutch,No,0
5746,4817-QRJSX,Female,Married,Electronic check,Renovation,44000.00,26350.00,28,8.2%,1037.17,29040.81,0,Yes,Self-Employed,No,Dutch,No,0
5747,9730-DRTMJ,Male,Registered partnership,Bank transfer,,41000.00,18860.00,103,9.6%,269.48,27756.79,0,No,Self-Employed,No,Dutch,No,0
5748,4686-UXDML,Female,Widowed,Electronic check,,74000.00,13000.00,65,9.2%,254.71,16555.85,2,Yes,Employed,Yes,Dutch,No,0
5749,3349-ANQNH,Female,Single,Bank transfer,Study,67000.00,18890.00,47,8.3%,472.15,22191.16,0,No,Employed,No,Dutch,No,0
5750,2398-YPMUR,Female,Divorced,Bank transfer,Study,73000.00,11000.00,61,8.7%,223.77,13650.27,0,No,Employed,No,Dutch,No,0
5751,0932-YIXYU,Female,Divorced,Bank transfer,Outstanding loan,73000.00,23000.00,69,9.4%,432.77,29860.79,0,No,Employed,No,Dutch,No,0
5752,7480-SPLEF,Male,Divorced,Mailed check,Study loan debt,44000.00,5720.00,103,9.3%,80.82,8324.55,1,No,Self-Employed,Yes,Indonesian,No,0
5753,7636-XUHWW,Male,Single,Bank transfer,Other,65000.00,24010.00,64,9.5%,479.64,30696.90,0,Yes,Freelancer,No,German,No,0
5754,1431-CYWMH,Female,Single,Bank transfer,Study,59000.00,20570.00,33,9.6%,711.71,23486.27,0,No,Employed,No,Dutch,No,0
5755,5937-EORGB,Male,Registered partnership,Credit card,Renovation,55000.00,22200.00,41,8.6%,626.83,25699.93,0,Yes,Employed,No,Dutch,No,0
5756,6349-JDHQP,Female,Single,Bank transfer,Outstanding loan,53000.00,17480.00,102,9.3%,248.57,25354.13,1,No,Employed,Yes,Dutch,No,1
5757,5539-HIVAK,,Widowed,Electronic check,Study loan debt,54000.00,28110.00,105,9.3%,392.23,41184.58,1,No,Employed,Yes,Dutch,No,0
5758,5847-MXBEO,Male,Single,Electronic check,Outstanding loan,69000.00,20450.00,109,9.6%,281.86,30722.62,0,No,Employed,No,Dutch,No,0
5759,9985-MWVIX,Female,Single,Electronic check,Study loan debt,31000.00,25190.00,23,9.5%,1202.27,27652.20,0,No,Employed,No,Morocan,No,0
5760,4583-PARNH,Male,Divorced,Electronic check,Renovation,51000.00,12030.00,70,8.6%,219.16,15340.94,0,Yes,Self-Employed,No,Dutch,No,0
5761,1116-FRYVH,Female,Registered partnership,Bank transfer,Study loan debt,43000.00,10850.00,46,9.0%,279.77,12869.27,2,No,Freelancer,Yes,Dutch,No,0
5762,1421-HCERK,Male,Single,Electronic check,Outstanding loan,76000.00,27000.00,25,8.9%,1187.21,29680.15,0,No,Employed,No,Dutch,No,0
5763,9633-XQABV,Female,Registered partnership,Bank transfer,Other,45000.00,27140.00,107,9.8%,381.38,40807.22,0,Yes,Employed,No,Dutch,No,0
5764,0716-BQNDX,Male,Married,Electronic check,Outstanding loan,51000.00,15800.00,89,9.7%,249.66,22220.14,0,No,Employed,No,Dutch,No,0
5765,1265-XTECC,Female,Married,Electronic check,Study,72000.00,27000.00,83,9.7%,447.80,37167.64,0,No,Employed,No,Dutch,No,0
5766,1183-CANVH,Female,Divorced,Bank transfer,Study loan debt,47000.00,8890.00,90,9.4%,138.03,12422.30,0,No,Self-Employed,No,Pakistani,No,0
5767,1972-XMUWV,Female,Single,Bank transfer,Study,87000.00,31000.00,48,9.5%,778.82,37383.23,0,No,Self-Employed,No,Dutch,No,0
5768,8679-LZBMD,Male,Single,Electronic check,Outstanding loan,56000.00,26280.00,83,9.6%,434.51,36064.72,0,No,Freelancer,No,Dutch,No,0
5769,3407-JMJQQ,Female,Single,Electronic check,Study loan debt,59000.00,10900.00,19,8.9%,617.18,11726.33,0,No,Employed,No,Dutch,No,1
5770,6252-DFGTK,Female,Registered partnership,Bank transfer,Outstanding loan,44000.00,12770.00,56,9.3%,281.96,15789.56,1,No,Self-Employed,Yes,Dutch,No,0
5771,1539-LNKHM,Female,Married,Bank transfer,Study loan debt,67000.00,24100.00,76,9.3%,420.80,31980.81,0,No,Employed,No,Dutch,No,0
5772,8645-KOMJQ,Male,Married,Bank transfer,Study loan debt,27000.00,23770.00,40,8.4%,683.39,27335.45,3,No,Employed,Yes,Dutch,No,0
5773,0289-IVARM,Female,Married,Bank transfer,Renovation,73000.00,31000.00,111,9.4%,419.10,46520.08,0,Yes,Self-Employed,No,Dutch,No,0
5774,9761-XUJWD,Male,Married,Credit card,Study,26000.00,29490.00,37,9.0%,915.69,33880.48,0,No,Employed,No,Dutch,No,0
5775,4057-FKCZK,Male,Married,Electronic check,Renovation,84000.00,43000.00,60,9.3%,898.88,53932.98,1,Yes,Employed,Yes,Dutch,No,0
5776,4291-TPNFG,Male,Married,Electronic check,,69000.00,28920.00,77,9.4%,501.60,38623.07,0,Yes,Employed,No,Dutch,No,0
5777,6087-YPWHO,,Married,Electronic check,Study loan debt,26000.00,9170.00,36,8.7%,290.32,10451.70,0,No,Self-Employed,No,Dutch,No,0
5778,3090-QFUVD,Female,Registered partnership,Bank transfer,Study loan debt,35000.00,12130.00,21,8.5%,623.68,13097.36,0,No,Employed,No,Dutch,No,0
5779,2237-ZFSMY,Female,Single,Bank transfer,Car,40000.00,25110.00,72,9.3%,456.37,32858.57,0,Yes,Self-Employed,No,Dutch,No,0
5780,1722-LDZJS,Male,Single,Bank transfer,Study loan debt,30000.00,24740.00,97,9.6%,367.65,35662.36,0,No,Employed,No,Dutch,No,1
5781,1818-ESQMW,Female,Single,Bank transfer,Outstanding loan,65000.00,14750.00,31,9.6%,539.13,16713.14,0,No,Employed,No,Dutch,No,1
5782,4871-JTKJF,Female,Registered partnership,Mailed check,Other,63000.00,17400.00,12,8.5%,1517.62,18211.49,2,Yes,Employed,Yes,Dutch,No,0
5783,1415-YFWLT,Female,Divorced,Mailed check,Study loan debt,65000.00,23680.00,102,9.4%,337.99,34474.60,0,No,Employed,No,Dutch,No,0
5784,7401-RUBNK,Female,Widowed,Bank transfer,Car,74000.00,46000.00,35,8.9%,1497.08,52397.85,1,Yes,Self-Employed,Yes,Dutch,No,0
5785,0506-YLVKJ,Male,Married,Bank transfer,Car,63000.00,17150.00,116,9.8%,229.33,26602.14,0,Yes,Freelancer,No,Dutch,No,0
5786,8661-BOYNW,Female,Single,Electronic check,Other,86000.00,6000.00,56,9.3%,132.48,7418.74,0,Yes,Self-Employed,No,Dutch,No,0
5787,6711-VTNRE,Female,Registered partnership,Bank transfer,Other,66000.00,7050.00,42,9.3%,197.30,8286.57,2,Yes,Self-Employed,Yes,Dutch,No,0
5788,4815-GBTCD,Female,Divorced,Bank transfer,Study,41000.00,20380.00,64,9.0%,402.12,25735.89,0,No,Employed,No,Dutch,Yes,0
5789,2805-AUFQN,Female,Married,Bank transfer,Outstanding loan,43000.00,6710.00,18,8.9%,399.59,7192.67,0,No,Employed,No,Dutch,No,0
5790,0980-PVMRC,Female,Divorced,Bank transfer,Outstanding loan,23000.00,7800.00,28,8.8%,309.17,8656.65,0,No,Employed,No,Chinese,No,0
5791,7233-DRTRF,Male,Single,Mailed check,Other,31000.00,17600.00,112,9.6%,238.51,26712.61,0,Yes,Self-Employed,No,Dutch,No,0
5792,3500-RMZLT,Female,Registered partnership,Mailed check,Study loan debt,23000.00,27410.00,89,9.9%,435.97,38801.41,0,No,Employed,No,Dutch,Yes,0
5793,3873-NFTGI,Male,Divorced,Bank transfer,Car,29000.00,18680.00,72,9.3%,339.51,24444.37,0,Yes,Self-Employed,No,Dutch,No,0
5794,1162-ECVII,Male,Divorced,Electronic check,,66000.00,19270.00,115,9.2%,252.75,29066.44,0,No,Freelancer,No,Dutch,No,1
5795,7048-GXDAY,Male,Single,Bank transfer,Study,75000.00,6000.00,56,8.7%,130.74,7321.62,0,No,Employed,No,Dutch,No,0
5796,8571-ZCMCX,Female,Registered partnership,Bank transfer,,24000.00,13130.00,115,9.5%,174.35,20049.98,0,No,Self-Employed,No,DUTCH,No,0
5797,1169-WCVAK,Male,Married,Bank transfer,Outstanding loan,35000.00,9060.00,105,9.8%,128.84,13527.72,0,No,Freelancer,No,Dutch,No,0
5798,4548-SDBKE,Female,Divorced,Bank transfer,Study loan debt,64000.00,16920.00,70,9.9%,319.16,223411.02,0,No,Employed,No,Dutch,No,0
5799,8066-POXGX,Female,Single,Bank transfer,Other,54000.00,19870.00,79,9.5%,339.28,26803.05,0,Yes,Freelancer,No,Dutch,No,0
5800,7129-CAKJW,Female,Single,Electronic check,,58000.00,23830.00,112,9.6%,322.93,36168.26,1,Yes,Self-Employed,Yes,Austrian,No,0
5801,8695-ARGXZ,Male,Married,Bank transfer,Outstanding loan,46000.00,5180.00,97,9.8%,77.52,7519.86,0,No,Self-Employed,No,Dutch,No,0
5802,3570-YUEKJ,Female,Widowed,Electronic check,Study loan debt,25000.00,18420.00,20,8.9%,994.40,19888.01,0,No,Employed,No,TAIWANESE,No,1
5803,4143-OOBWZ,Male,Registered partnership,Bank transfer,Renovation,64000.00,23340.00,81,9.9%,396.21,32093.30,0,Yes,Employed,No,Dutch,No,0
5804,1555-HAPSU,Female,Registered partnership,Electronic check,Study loan debt,75000.00,32000.00,67,9.2%,612.52,41039.06,0,No,Employed,No,Dutch,No,0
5805,1697-NVVGY,Male,Single,Bank transfer,Renovation,47000.00,6680.00,34,9.3%,224.25,7624.40,0,Yes,Self-Employed,No,Dutch,No,0
5806,7854-EKTJL,Female,Single,Electronic check,Outstanding loan,23000.00,25620.00,107,9.4%,354.52,37934.10,0,No,Employed,No,Dutch,No,0
5807,8464-EETCQ,Male,Divorced,Mailed check,Study,44000.00,13140.00,83,9.8%,218.61,18144.25,0,No,Employed,No,Dutch,Yes,1
5808,2419-FSORS,Male,Single,Electronic check,Outstanding loan,62000.00,6590.00,85,9.5%,106.81,9079.17,1,No,Employed,Yes,Dutch,No,0
5809,8132-YPVBX,Female,Registered partnership,Mailed check,Outstanding loan,69000.00,28390.00,58,9.2%,608.19,352752.25,0,No,Employed,No,Dutch,No,0
5810,9102-IAYHT,Female,Single,Mailed check,Outstanding loan,75000.00,15000.00,60,9.6%,315.76,18945.69,2,No,Self-Employed,Yes,Dutch,No,0
5811,6754-LZUKA,Male,Single,Electronic check,Study,68000.00,13950.00,46,9.0%,359.70,16546.20,2,No,Self-Employed,Yes,Dutch,No,0
5812,3422-LYEPQ,Male,Registered partnership,Bank transfer,Study,36000.00,24520.00,46,9.2%,634.57,29190.22,1,No,Employed,Yes,Pakistani,No,0
5813,8099-MZPUJ,Male,Married,Bank transfer,Study,62000.00,25510.00,114,9.9%,346.11,39457.01,0,No,Self-Employed,No,Dutch,No,1
5814,0787-LHDYT,Male,Single,Mailed check,Outstanding loan,38000.00,21250.00,18,9.8%,1274.26,22936.63,0,No,Employed,No,Dutch,Yes,1
5815,2642-DTVCO,Male,Married,Credit card,,47000.00,13420.00,32,8.7%,471.41,15085.23,0,No,Self-Employed,No,Dutch,No,0
5816,0374-IOEGQ,Female,Married,Bank transfer,Study loan debt,39000.00,24630.00,83,9.3%,403.46,33487.20,0,No,Self-Employed,No,Dutch,No,0
5817,4361-JEIVL,Male,Single,Bank transfer,Study loan debt,71000.00,11000.00,23,8.7%,520.97,11982.34,0,No,Employed,No,Dutch,No,0
5818,3197-NNYNB,Male,Single,Bank transfer,Outstanding loan,52000.00,23580.00,33,9.2%,811.46,26778.31,0,No,Employed,No,Dutch,No,0
5819,3396-DKDEL,Female,Married,Bank transfer,Renovation,60000.00,18410.00,106,9.7%,259.24,27479.87,0,Yes,Freelancer,No,Dutch,No,0
5820,1752-OZXFY,Male,Registered partnership,Mailed check,Study,33000.00,21560.00,108,9.3%,295.42,31905.84,0,No,Employed,No,French,No,0
5821,9066-QRSDU,Female,Single,Bank transfer,Other,62000.00,26980.00,108,9.3%,369.69,39926.70,0,Yes,Employed,No,Dutch,No,0
5822,9112-WSNPU,Female,Divorced,Bank transfer,Study,79000.00,43000.00,84,9.6%,705.00,59219.60,0,No,Employed,No,Dutch,No,0
5823,9867-NNXLC,Female,Single,Bank transfer,Outstanding loan,47000.00,9010.00,109,9.4%,123.22,13430.55,0,No,Employed,No,Dutch,No,0
5824,5321-NTRKC,Male,Widowed,Bank transfer,Study,35000.00,12800.00,108,9.4%,176.07,19016.07,0,No,Self-Employed,No,Dutch,No,0
